GEO,WEEK_START,YT_PAID_IMP,YT_ORG_IMP,GOOGLE_IMP,EMAIL_IMP,FB_IMP,AFF_IMP,GOOGLE_SPEND,FB_SPEND,AFF_SPEND,REVENUE
F,12/8/18,37441,3513,1027118,557100,61392,11811,10907.99,1850.97,156.79,217404
F,12/15/18,32677,5982,795197,462385,117874,8269,12452.79,3315.21,154.42,234477
F,12/22/18,17578,5935,633327,450750,61827,8538,8321.92,1293.73,265.1,129557
F,12/29/18,17924,5934,598580,635798,37215,13203,14545.49,887.58,365.39,68018
F,1/5/19,12533,5855,527609,634475,14331,13431,5888.12,167.67,395.88,79602
F,1/12/19,17519,5570,516338,475856,35785,23834,12825.84,1086.97,294.95,60567
F,1/19/19,18553,4325,547765,597413,75483,23579,12324.71,968.07,450.95,82112
F,1/26/19,19233,5540,556851,486203,292039,34319,9522.15,4533.91,571.41,71432
F,2/2/19,11813,4787,588276,467938,212604,30842,6565.16,2822.32,721.7,86195
F,2/9/19,14881,4055,488858,469358,105970,29686,9503.4,1335.22,834.92,100789
F,2/16/19,23333,7054,389815,600589,122189,28112,6525.5,2226.89,828.6,110011
F,2/23/19,8467,4784,428230,394280,44578,25898,9095.61,712.13,664.28,87466
F,3/2/19,669,5380,591034,541173,20471,29110,14787.67,285.57,543.63,86755
F,3/9/19,289,5406,574564,504846,29984,30709,13755.06,337.32,345.48,80285
F,3/16/19,379,6879,557041,463616,61995,40398,6717.91,1143.81,654.45,98389
F,3/23/19,162,10776,716426,463359,86742,30484,12121.93,1580.87,864.22,80013
F,3/30/19,595,13425,477019,568965,111451,37888,8843.93,2482.57,545.59,74294
F,4/6/19,5458,13525,519571,476511,54092,24184,6359.55,1618.7,489.73,78111
F,4/13/19,6332,12248,757820,462628,96241,20649,11049.02,2035.5,278.76,70758
F,4/20/19,9775,13688,762006,502430,140384,18082,12755.98,4074.65,337.68,84673
F,4/27/19,15232,10980,640568,583684,127284,18891,8301.76,3551.22,459.05,89341
F,5/4/19,22116,12452,843278,416109,78396,13720,18366.59,1728.63,169.79,86286
F,5/11/19,24932,16003,632771,342018,108225,14771,8200.71,2240.26,355.61,94839
F,5/18/19,26395,19254,501590,403743,158887,13589,8396.62,3860.95,317.98,69713
F,5/25/19,27826,17024,737767,391971,191169,12858,12084.62,2709.82,164.9,81213
F,6/1/19,33506,20392,760078,342993,59496,14485,9713.8,709.49,234.66,78545
F,6/8/19,116181,28776,672368,318823,149005,16501,12949.81,4693.66,271.03,68464
F,6/15/19,77550,30767,450053,343199,175092,28621,8181.96,2481.93,482.98,95698
F,6/22/19,46910,30923,301217,412013,146235,14320,5421.91,4376.08,183.65,97235
F,6/29/19,48777,29418,603317,423537,91999,11811,12162.87,1117.79,132.87,80655
F,7/6/19,45217,28435,797136,395147,78115,13557,17935.56,1529.1,362.99,73800
F,7/13/19,41167,48039,881631,249820,197988,17795,19201.92,3162.86,248.24,103409
F,7/20/19,36534,59862,735192,526334,116535,16771,17997.5,2490.94,249.05,95151
F,7/27/19,49624,46810,764635,333626,156878,14340,11286.01,2364.94,377.5,76429
F,8/3/19,84825,61485,350166,262133,60187,12579,5924.81,717.73,379.26,74568
F,8/10/19,47631,66592,421105,320395,79970,26621,5533.32,1691.37,646.89,61878
F,8/17/19,43261,59590,511586,349677,117041,13542,4788.44,1975.07,359.54,78174
F,8/24/19,42414,42510,611060,347282,88964,15134,11219.06,2361.99,459.7,126651
F,8/31/19,39493,23945,425197,377290,88154,13726,8265.83,2638.01,265.6,92327
F,9/7/19,44889,22516,675961,470196,221609,11084,12775.66,2842.14,132.18,107854
F,9/14/19,44213,15478,414512,598123,195139,13807,8505.79,5488.28,347.94,112212
F,9/21/19,44663,15250,430270,607063,331111,16322,9990.87,6034.5,275.43,81899
F,9/28/19,54241,20851,769183,358734,1311285,13919,15091.37,18292.43,294.39,95493
F,10/5/19,13820,26958,790210,518499,249577,11374,18064.2,6850.89,214.97,163172
F,10/12/19,14060,15228,737821,553075,270159,11491,15671.32,4437.36,222.35,135261
F,10/19/19,23306,16132,627735,492022,241748,12601,10508.28,5874.48,311.87,157440
F,10/26/19,19342,14602,1249145,483538,212456,10554,30803.92,6501.15,303.96,122957
F,11/2/19,21208,18666,1402861,442751,232428,10531,17928.56,5961.78,234.58,133439
F,11/9/19,20434,24202,2976988,712535,370681,10937,31079.75,7506.29,167.34,222068
F,11/16/19,23112,36278,2974137,919857,745395,9116,46039.64,21299.66,114.86,223680
F,11/23/19,16116,30305,2367761,498548,1429635,10009,21736.05,19621.74,297.27,247501
F,11/30/19,16875,22764,2649839,918410,825058,10863,33864.94,20977.1,202.87,490968
F,12/7/19,15396,20833,1369182,842095,766370,13015,15526.52,10518.43,298.69,455742
F,12/14/19,17104,23222,451544,502911,752322,7100,5689.45,10664.16,91.06,337705
F,12/21/19,15419,19655,349763,509512,399437,7309,3840.4,10155.69,202.28,212706
F,12/28/19,16448,24218,687311,348207,113737,11945,13485.04,2559.08,311.76,131986
F,1/4/20,57022,29907,347571,402410,101821,10837,4754.77,1855.69,236.52,134630
F,1/11/20,15511,33663,333302,533697,140086,13245,7379.31,2017.24,354.63,102774
F,1/18/20,31888,29814,387071,505477,159745,12763,5713.17,2587.87,393.42,111092
F,1/25/20,41052,28917,672688,418460,129546,13900,10776.46,2769.05,184.52,84595
F,2/1/20,48638,34561,711347,1303601,46360,12947,7554.51,1418.62,349.57,85389
F,2/8/20,45007,35495,743070,477898,215259,10652,9228.93,6151.03,134.22,90386
F,2/15/20,41844,43505,541935,378142,354243,13291,10242.57,9963.08,245.22,142367
F,2/22/20,35049,43121,550473,544447,402337,14146,9512.17,5159.97,222.8,124325
F,2/29/20,27606,37357,549663,392198,147964,12791,12565.3,3562.23,207.21,109490
G,1/6/18,477,992,137,839274,151849,58209,2.12,3177.44,864.4,119640
G,1/13/18,255,802,221,1214236,26405,44631,4.5,659.46,1114.66,120715
G,1/20/18,474,148,535,1029477,86287,65474,12.71,1863.8,1974.04,122845
G,1/27/18,240,699,67,1002334,139000,46947,1.56,3064.95,760.54,139615
G,2/3/18,326,793,265,979496,83954,36024,4.82,1397.83,996.96,125905
G,2/10/18,206,904,587,1042167,77483,46557,13.1,1220.36,1351.32,115974
G,2/17/18,264,518,130,1520487,207839,43989,1.78,5751.94,1088.73,159209
G,2/24/18,975,921,946,1331227,442,35111,13.11,5.07,861.1,156542
G,3/3/18,731,574,267,1015097,29966,41425,2.55,640.52,848.18,135291
G,3/10/18,137,484,881,1131614,127523,42371,12.37,3012.73,619.68,155276
G,3/17/18,292,75,820,1115394,14750,44085,18.89,418.16,1239.89,143893
G,3/24/18,394,71,404,1017150,114249,54269,4.51,2364.95,1306.53,149669
G,3/31/18,360,523,803,1024548,55509,46691,10.26,1473.76,661.84,119073
G,4/7/18,172,157,301770,1004596,141177,37985,6626.87,3303.54,675.18,101885
G,4/14/18,75,625,480567,1216497,100185,38988,4671.11,2164,1193.03,119219
G,4/21/18,955,807,446165,987954,73042,45844,9315.93,1544.84,825.19,139462
G,4/28/18,845,136,468037,1134692,47853,36470,5054.8,947.49,902.63,123215
G,5/5/18,173,273,542351,957445,83263,35247,11324.29,1817.21,856.5,127367
G,5/12/18,232,884,707968,833227,72491,42829,17076.19,1761.53,1339.48,129351
G,5/19/18,533,831,707571,908284,8991,36355,13245.73,281.19,891.61,129711
G,5/26/18,201,280,672948,1096338,28012,40018,6419.92,548.33,738.33,116216
G,6/2/18,55,81,552141,802013,93799,47599,7354.52,1730.59,535.49,133182
G,6/9/18,947,839,521653,901533,149488,45681,6572.83,2085.36,1284.78,123674
G,6/16/18,261,545,480612,811407,78082,42370,6661.28,2371.74,1210.72,140894
G,6/23/18,733,710,501659,946526,55807,51688,12009.72,703.17,802.46,96749
G,6/30/18,816,875,606726,891305,67662,50394,6989.48,898.21,1519.38,122412
G,7/7/18,752,584,864802,776968,57128,45497,13075.81,1323.94,1238.66,118396
G,7/14/18,504,615,1013104,1111351,220043,51070,24618.43,5446.06,1183.55,144901
G,7/21/18,59,573,776448,843901,195697,44235,17609.84,4843.5,975.38,178314
G,7/28/18,935,792,795421,880997,133340,40593,12885.82,3120.16,1141.68,132677
G,8/4/18,139,116,748047,686537,150095,42195,10637.23,4727.99,873.44,135010
G,8/11/18,329,157,778856,856920,172206,32540,9813.59,3835.89,468.58,105014
G,8/18/18,275,633,1139441,991993,263351,36650,23996.63,4740.32,453.54,147425
G,8/25/18,865,104,1150900,1004876,505580,44287,28174.03,11603.06,976.53,191454
G,9/1/18,361,12,1225403,795416,400878,34909,14778.36,7035.41,447.71,153066
G,9/8/18,332,655,1073028,833852,467293,31465,25108.86,8936.98,453.1,136017
G,9/15/18,474,341,1239577,810605,349478,25330,16288.04,4403.42,302.06,145093
G,9/22/18,79,739,1180122,785027,345344,15733,20180.09,8780.37,460.19,163221
G,9/29/18,860,968,1437947,692673,316606,24533,23294.74,7123.64,750.71,192080
G,10/6/18,181,2207,1378465,636696,163448,20045,13894.93,5111.84,523.17,197544
G,10/13/18,66,3894,1148811,630464,194468,19264,13647.87,3412.91,359.76,218699
G,10/20/18,28,3540,1483816,620644,178833,18977,17894.82,2776.38,384.28,237493
G,10/27/18,313,4085,1259771,656656,192061,15293,19954.77,5358.5,203.01,198515
G,11/3/18,186,4648,1345679,643690,281578,17732,30520,8046.09,319.18,272407
G,11/10/18,755,10980,2535731,1335722,412029,20292,33775.94,12886.21,232.85,388591
G,11/17/18,125,8159,3790146,1312045,668183,15473,54578.1,16086.51,456.07,425213
G,11/24/18,1876,5141,4263708,1335483,1045732,17946,49885.38,31764.11,565.3,694811
G,12/1/18,3937,3142,2923486,1650621,209272,22768,31047.42,3154.78,353.47,554274
G,12/8/18,41784,3714,1440066,1021029,112890,23233,25402.76,1574.82,329.33,411348
G,12/15/18,35968,6267,1053950,847157,209800,17236,15746.01,6231.06,221.05,415019
G,12/22/18,20386,6446,912199,826929,80065,16385,12478.88,954.78,468.2,241496
G,12/29/18,19623,5530,910697,1164875,54256,22277,22129.94,1477.12,531.31,121593
G,1/5/19,13678,6151,824549,1163641,24665,25203,15287.14,471.72,430.97,149876
G,1/12/19,21089,6112,786343,871894,60411,38362,16843.47,1794.21,612.83,108286
G,1/19/19,22261,4848,876017,1094580,135827,41037,18606.6,2017.03,683.27,155663
G,1/26/19,23734,6539,877299,891633,490818,50315,13106.85,14687.73,611.33,146991
G,2/2/19,14801,4930,964030,857338,363977,43637,13708.51,9663.59,1138.93,145169
G,2/9/19,18601,5056,762875,861299,193521,41959,14418.34,3483.38,764.7,122951
G,2/16/19,29210,7860,576508,1100457,212866,42396,12660.12,4502.12,1077.92,186926
G,2/23/19,11444,5489,654894,722438,82442,36546,12023.85,1892.04,1134.75,154498
G,3/2/19,806,6437,958870,992378,43606,39810,13462.53,843.78,734.49,148065
G,3/9/19,714,5932,966929,925422,65072,42529,8876.41,1976.56,612.42,127330
G,3/16/19,217,7738,954340,851267,130853,48185,9276.18,3356.38,585.45,170598
G,3/23/19,128,12799,1194344,849977,177521,40626,16553.61,2116.94,1078.62,153624
G,3/30/19,676,16773,785623,1043523,233553,44081,12444.27,5149.84,1219.94,141684
G,4/6/19,7240,16922,896877,873679,101042,33288,22439.86,2409.85,936.23,138984
G,4/13/19,7560,15815,1206188,847900,187114,30488,23448.29,3031.25,384.15,127948
G,4/20/19,12297,16607,1140064,921425,255231,25061,17853.4,6833.81,518.76,162429
G,4/27/19,17113,12253,970876,1070034,236866,29383,11184.49,7194.8,859.45,148999
G,5/4/19,24093,13878,1155607,762927,143549,20617,22673.01,3100.66,524.19,152806
G,5/11/19,27202,17143,960298,626467,192949,21595,21261,3603.32,393.57,146477
G,5/18/19,31159,20461,805133,739483,295986,18722,14492.39,8058.22,480.22,120552
G,5/25/19,31609,19077,1130337,719088,355174,20247,26042.96,9589.7,346.22,154975
G,6/1/19,38886,23328,1042873,628599,116108,17975,16143.67,1541.33,473.19,145635
G,6/8/19,136999,28747,989308,584549,278778,23002,19232.15,4139.85,703.86,119926
G,6/15/19,91214,30801,739750,628514,313032,25999,8521.92,7677.11,292.49,156658
G,6/22/19,47174,29293,493101,756012,296942,19517,5591.77,7750.19,228.35,147261
G,6/29/19,50722,28521,846076,777521,191307,17175,21016.53,3744.83,251.18,135833
G,7/6/19,45487,28249,1111815,725161,154608,20878,24815.71,2121.99,361.71,112109
G,7/13/19,41004,46006,1341611,457880,371472,28162,29944.76,6017.85,716.02,174900
G,7/20/19,38221,62336,1109716,964435,213905,27485,15180.91,3369,606.04,152464
G,7/27/19,53711,48604,1102457,610279,278630,23543,24209.96,5203.42,370.8,122627
G,8/3/19,94722,65095,532413,481058,105005,19652,9583.43,2409.86,349.31,149967
G,8/10/19,54392,73864,653018,587587,142959,23065,6699.96,2187.27,622.76,104943
G,8/17/19,54324,69041,783933,641898,201995,22246,19614,2317.89,475.51,147229
G,8/24/19,50526,47171,994927,637316,144059,22014,12894.25,3727.53,361.58,197184
G,8/31/19,46484,28374,641018,691868,152736,22574,12115.24,3230.37,319.99,166605
G,9/7/19,50654,24969,1045355,862150,351423,19294,11101.67,5930.26,473.19,180140
G,9/14/19,49413,18101,635478,1097394,320715,20644,9722.81,5989.35,617.77,189695
G,9/21/19,53241,18712,645495,1112694,536964,19972,16266.47,15464.56,292.09,141284
G,9/28/19,66463,26860,1214695,657686,1372478,22386,18803.48,18528.45,433.17,154270
G,10/5/19,15106,33244,1257321,950807,435007,18780,23537.05,12919.71,249.3,257866
G,10/12/19,15921,19527,1077742,1013020,485952,18870,19205.36,13120.7,254.75,225622
G,10/19/19,27935,20387,986826,902248,412557,23739,18118.13,5012.57,363.21,237352
G,10/26/19,22239,18756,1817263,886252,373598,20924,17336.69,7901.6,282.47,213944
G,11/2/19,24963,23858,2140817,811588,405972,23477,51636.51,7398.84,417.3,200922
G,11/9/19,22703,29300,4421818,1305683,646674,18752,64470.11,11785.63,556.93,369250
G,11/16/19,24605,43157,4822663,1686932,1079054,19976,109378,22579.2,359.57,407521
G,11/23/19,16984,36882,4073091,913763,2155012,20715,87245.61,58185.32,237.7,431682
G,11/30/19,18388,28554,4571384,1684522,1250009,18176,68296.48,32343.98,535.74,799632
G,12/7/19,17658,24910,2101708,1544090,1334847,21873,49936.58,34539.17,669.31,742400
G,12/14/19,18563,27378,758020,921885,1261106,13073,16919.01,30361.13,173.54,579378
G,12/21/19,16804,24153,580352,933714,632271,14457,6372.26,9531.49,429.37,355045
G,12/28/19,16308,27903,1125913,637977,187673,18654,14591.83,2280.23,566.62,207646
G,1/4/20,58915,33231,581218,737450,175811,17532,6277.15,5379.82,358.97,225177
G,1/11/20,17112,41265,524230,978706,245530,20478,5189.88,2817.46,387.03,173959
G,1/18/20,36140,37424,598420,927521,295195,22036,5924.36,9232.22,480.94,215301
G,1/25/20,45307,35633,1067635,767322,237373,19019,17487.86,4379.53,338.06,144437
G,2/1/20,55370,44359,1141983,2390848,82356,17532,19322.35,2316.26,441.81,143300
G,2/8/20,51961,46828,1190444,875676,313676,17201,20142.31,5081.55,363.8,137035
G,2/15/20,50752,55533,828186,692635,552245,17066,9689.78,11804.24,238.07,239811
G,2/22/20,41155,53134,847529,997311,521689,21198,19984.73,13381.32,662.97,228270
G,2/29/20,33170,49669,804310,718684,297253,18257,18096.98,4748.62,484.72,182096
H,1/6/18,245,342,838,356965,86418,21437,17.04,1069.42,602.92,54781
H,1/13/18,856,260,111,516582,14883,16324,1.46,204.27,301.18,53636
H,1/20/18,621,301,953,438567,44766,23121,14.41,775.57,405.77,50885
H,1/27/18,387,845,951,426612,74066,15343,22.6,1816.47,483.3,62022
H,2/3/18,414,1,333,416811,46515,13945,3.9,1339.63,288.66,53573
H,2/10/18,413,275,158,443162,44874,16641,3.38,918.8,404.38,52246
H,2/17/18,944,376,814,646907,109934,15159,15.82,3314.51,214.88,73268
H,2/24/18,285,311,639,565984,544,14564,12.31,12.85,245.77,75806
H,3/3/18,630,325,378,432214,11871,15234,6.87,336.54,329.05,73274
H,3/10/18,881,812,542,481694,61835,15384,7.51,1349.55,314.99,77425
H,3/17/18,642,520,128,475191,7475,14812,1.2,220.33,359.93,66919
H,3/24/18,491,687,900,432994,60690,18260,17.82,1228.97,230.08,65618
H,3/31/18,284,336,638,436428,43720,16496,11.6,1377.18,460.24,56295
H,4/7/18,239,569,95522,428199,70574,15324,1925.72,1381.49,448.23,48906
H,4/14/18,644,779,160146,517573,53553,15444,3401.5,1602.57,441.31,51691
H,4/21/18,210,810,152008,420183,39929,19510,3064.48,610.91,219.49,65918
H,4/28/18,988,332,152232,482802,25197,13186,3507.43,442.21,382.72,54791
H,5/5/18,951,45,165215,408286,49453,11460,1605.89,1524.39,234.64,62681
H,5/12/18,580,364,225611,354628,48764,14151,3411.24,1108.16,226.06,60925
H,5/19/18,744,826,229232,387210,5130,13183,4992.67,98.11,329.25,56834
H,5/26/18,43,284,223187,466923,15715,12665,4861.01,190.94,159.58,52712
H,6/2/18,502,806,176646,340899,51172,15924,2734.48,944.12,469.36,57809
H,6/9/18,582,914,175215,384145,83354,15242,3216.95,2306.82,442.4,58353
H,6/16/18,990,256,160560,345334,44738,16013,3843.81,875.75,190.96,55338
H,6/23/18,635,86,165255,403428,29345,16466,2349.93,534.81,188.95,50343
H,6/30/18,605,738,197350,380055,38264,17854,3197.07,1041.74,494.11,70373
H,7/7/18,72,905,276094,330768,31819,16568,5118.78,615.7,354.14,43295
H,7/14/18,906,646,329194,472992,111024,25893,4088.59,3072.59,501.03,65756
H,7/21/18,949,350,252211,359460,96153,12683,4267.41,1254.8,370.98,82776
H,7/28/18,986,181,251791,375238,62755,13422,3399.18,1581.43,341.25,57086
H,8/4/18,717,857,242849,292610,67497,15208,2928.76,1093.45,174.51,51240
H,8/11/18,432,581,288748,365082,81655,17883,2962.55,1690.26,535.15,58087
H,8/18/18,898,5,438441,421807,134160,16113,4735.16,1660.23,348.04,70678
H,8/25/18,567,978,397364,427686,253742,15508,4434.58,5994.65,369.87,79981
H,9/1/18,891,413,436820,339018,198578,13817,10693.35,4512.69,211.4,67324
H,9/8/18,42,465,382993,354671,231031,11719,5997.67,5614.05,142.39,68750
H,9/15/18,457,463,420182,344972,174343,10260,7714.54,4393.44,270.09,70226
H,9/22/18,591,277,404997,333996,192671,7180,8091.84,5505.57,177.71,71916
H,9/29/18,769,697,483113,295299,178170,8283,10087.4,3888.56,104.37,77090
H,10/6/18,205,1087,446019,271030,78837,8270,10597.41,1862.52,215.85,88864
H,10/13/18,676,1435,387315,268988,102167,7908,9690.62,2551.62,154.8,83919
H,10/20/18,420,1863,543887,264635,89407,7180,10377.36,1709.91,95.31,98324
H,10/27/18,793,1862,501963,279233,92051,5962,7499.33,1946.88,89.88,92196
H,11/3/18,746,1227,497040,274236,138274,6186,8052.05,3173.39,90.47,122768
H,11/10/18,948,4288,880592,569269,193530,6879,21873.91,4049.62,213.59,188193
H,11/17/18,878,2902,1394712,558559,312953,4379,27866.35,3943.21,114.29,201343
H,11/24/18,528,2009,1561691,568085,604582,5515,21082.83,13058.97,147.66,323626
H,12/1/18,1066,1199,957277,702677,110837,7329,12234,2942.72,225.92,239363
H,12/8/18,15494,1585,440280,434589,54192,6753,7370.29,1219.32,150.42,178956
H,12/15/18,12696,2407,307010,360682,100665,5510,6299.85,1879.92,84.3,187494
H,12/22/18,5325,3063,288194,351811,45669,5779,5913.74,1304.99,156.03,102617
H,12/29/18,5077,2577,323861,496219,28251,8020,3089.63,794.56,202.1,52394
H,1/5/19,3592,2576,283753,495545,12489,8941,5567.23,179.84,255.49,67668
H,1/12/19,5949,2090,267835,371533,34927,14330,4387.14,620.83,344.99,50983
H,1/19/19,6904,1903,289581,466398,76452,13932,2814.73,2184.62,335.41,71641
H,1/26/19,6932,2862,282885,379166,256739,16351,6110.32,5718.86,353.18,63682
H,2/2/19,4571,1502,317815,365046,180465,14254,4290.5,5156.79,275.81,65744
H,2/9/19,5177,2119,265143,366531,87714,14100,6395.25,1638.06,266.49,61676
H,2/16/19,8009,3564,207776,468565,101995,12684,2131.78,2524.38,333.91,91855
H,2/23/19,3109,2100,217618,307970,39616,11686,2781.16,730.92,207.72,77445
H,3/2/19,83,2213,328689,422668,22172,14867,7868.81,463.95,394.72,75120
H,3/9/19,196,1441,327340,394308,33702,13622,3004.98,1000.95,174.7,66345
H,3/16/19,687,2548,319576,362118,67463,17798,6500.18,1001.83,224.25,89354
H,3/23/19,230,4607,403910,362433,98118,13236,5889.01,2649.19,410.98,77991
H,3/30/19,527,5734,251552,444631,123916,14079,2671.48,2537.18,427.65,62523
H,4/6/19,2390,6275,283485,371767,51255,10757,4337.32,1176.3,123.44,57033
H,4/13/19,1932,5756,408783,361286,95675,10666,4856.34,2820.02,311.98,62065
H,4/20/19,3270,6383,385995,392307,141896,8001,4168.75,2681.83,135.02,87542
H,4/27/19,4893,4086,322865,455216,139685,10466,6160.26,4054.36,138.94,81431
H,5/4/19,6396,5149,371857,324425,77621,7335,7630.51,1082.81,103.97,77234
H,5/11/19,7708,6183,327499,266339,105845,7567,6484.48,3000.71,148.12,77227
H,5/18/19,8163,7824,282241,314480,154462,6542,4775.52,2085.24,198.71,58332
H,5/25/19,8095,6210,383096,305585,186122,7305,4895.97,4857.78,88.76,73945
H,6/1/19,10409,7657,364790,268270,59020,7174,8667.41,1553.7,104.92,71325
H,6/8/19,44166,11407,348059,248803,145523,9035,8207.23,2128.27,140.27,53676
H,6/15/19,29344,11714,249963,267780,174282,9594,5039.25,5254.6,179.17,78561
H,6/22/19,12660,10298,158090,321828,152616,7874,1764.28,3639.89,175.39,67781
H,6/29/19,13696,9228,293932,331459,92218,6302,5184.96,1701.42,154.56,73754
H,7/6/19,12065,10315,379586,308325,80608,8476,6969.2,1088.21,249.83,59951
H,7/13/19,11732,16208,465560,194891,190923,11282,8463.88,4424.64,134.54,84207
H,7/20/19,11510,22720,373328,410329,112609,10508,3695.95,3471.17,158.41,76557
H,7/27/19,16430,18980,367901,260615,142801,8548,4966.66,3727.11,125.01,48616
H,8/3/19,32578,23247,175113,204401,52746,7105,2647.71,1495.35,147.07,60485
H,8/10/19,15882,26753,226841,250853,66802,8959,3266.51,2104.26,276.16,44133
H,8/17/19,16113,24725,277563,273454,102676,7976,4946.17,2171.6,229.71,71433
H,8/24/19,15922,18669,333465,270933,77689,8194,3361.33,1957.76,223.08,102248
H,8/31/19,15727,11197,226187,294775,79503,8749,3623.52,1019.63,114.17,71623
H,9/7/19,17258,9536,345480,367144,199641,6652,8146.42,6288.69,185.59,85582
H,9/14/19,16308,7766,213298,467230,179439,8095,2994.7,2382.05,183.96,89146
H,9/21/19,17044,7559,210632,473660,273792,6607,3146.84,3388.18,89.19,77198
H,9/28/19,20914,9686,388928,279991,730340,7433,8050.81,18240.24,158.88,75707
H,10/5/19,5671,10164,395734,404908,213825,8954,5057.48,6158.16,261.9,114893
H,10/12/19,4608,6106,333701,431560,252670,6235,6066.68,3013.09,113.63,102433
H,10/19/19,8395,6137,320309,384449,208965,6638,2940.44,4607.68,129.94,116509
H,10/26/19,6353,7010,636352,377273,208736,6963,12943.4,3945.11,208.37,105678
H,11/2/19,7139,8419,777335,345520,223006,6640,6996.02,4967.46,106.07,97429
H,11/9/19,6949,10004,1692079,556046,352391,6299,30762,6343.04,165.82,196814
H,11/16/19,8137,15592,1832671,717647,625380,5900,34307.6,17870.23,151.34,197943
H,11/23/19,5148,13890,1466450,389156,1288154,6769,33523.05,24056.28,118.8,204399
H,11/30/19,5422,9666,1545544,717170,749088,5858,16691.88,15674.67,158.17,388875
H,12/7/19,4949,9035,667021,656796,762174,5530,15248.1,11832.75,160.51,350312
H,12/14/19,5196,10213,222687,392745,723619,3920,2044.27,18235.2,97.9,265962
H,12/21/19,4814,8768,179749,397511,365490,4941,3785.51,9868.23,137.85,165910
H,12/28/19,4261,10419,397284,272419,102499,7436,4076.13,1614.36,123.81,101406
H,1/4/20,17040,12520,195266,313723,93994,7613,2565.8,1395.81,231.24,118867
H,1/11/20,5048,15640,184298,416232,129941,8525,2454.85,1608.02,205.24,83030
H,1/18/20,10866,14654,214181,394324,148093,8444,3970.92,1799.33,170.99,98790
H,1/25/20,14346,14179,368242,326554,124579,9034,4374.71,2859.09,123.99,80834
H,2/1/20,18626,15887,397768,1018171,41344,8045,4868.68,939.54,233.51,68251
H,2/8/20,16275,17112,416264,372816,182771,7229,5619.56,5428.3,183.8,71155
H,2/15/20,15934,19431,290663,294582,320299,9803,5912.09,4684.37,130.13,120622
H,2/22/20,12430,18938,308907,424820,301129,10438,3781.02,3455.46,232.51,108857
H,2/29/20,10724,18148,287330,306094,169159,9762,5223.66,3653.83,149.36,95032
I,1/6/18,842,192,957,513422,83201,35192,17.74,1441.46,411.75,67174
I,1/13/18,745,187,438,743243,15905,33371,9.15,236.19,540.61,71145
I,1/20/18,211,758,155,630645,44422,41428,3.82,739.63,661.81,74516
I,1/27/18,70,350,633,613397,72299,28378,8.89,1382.72,664.05,71793
I,2/3/18,635,807,487,599000,41923,27872,7.1,1131.92,708.65,70728
I,2/10/18,191,110,693,637747,39964,32988,17.09,746.33,823.88,67907
I,2/17/18,279,969,649,931050,113872,31130,14.72,3407.62,518.31,100065
I,2/24/18,910,141,757,814497,765,23368,7.09,20.31,499.49,98886
I,3/3/18,563,745,877,621385,9963,28839,19.1,262.28,415.28,88514
I,3/10/18,123,743,671,692766,77347,30732,11.84,1253.02,947.31,100457
I,3/17/18,909,914,568,682812,10907,34802,10.74,274.86,563.79,97977
I,3/24/18,499,211,409,622706,70507,32134,8.47,1760.91,455.5,99526
I,3/31/18,831,760,71,627333,36424,30776,1.04,786.76,477.8,83337
I,4/7/18,211,78,45350,614911,88032,27948,530.6,1228.05,874.07,71172
I,4/14/18,872,435,81517,745043,62918,27983,1570.02,764.45,824.8,76308
I,4/21/18,943,470,76055,604633,45265,38988,1670.17,1273.08,552.65,85278
I,4/28/18,98,108,78836,694749,28146,25466,1915.71,772.61,636.01,80231
I,5/5/18,174,3,90937,586645,49656,26988,1080.33,1329.54,825.83,71496
I,5/12/18,306,377,116581,510318,36495,26499,2392.24,517.32,626.04,89317
I,5/19/18,320,223,110977,555606,5895,23566,2397.1,135.29,689.31,71570
I,5/26/18,159,581,114053,671629,16317,26912,2217.19,477.27,605.52,74209
I,6/2/18,703,362,87564,490287,54094,29637,1765.29,1265.8,593.48,82087
I,6/9/18,32,567,77545,551876,80527,24576,1730.8,1829.98,707.79,72208
I,6/16/18,349,267,70777,496423,41909,23368,1337.69,660.07,715.06,76920
I,6/23/18,598,733,76877,579462,28527,30754,1369.95,789.48,435.94,58669
I,6/30/18,11,845,90457,545849,35957,29938,1807.33,833.3,700.55,74816
I,7/7/18,462,395,125033,475869,29906,27381,1147.8,706.53,837.86,56966
I,7/14/18,953,649,144045,680276,120793,32893,3448.44,2255.81,769.7,84105
I,7/21/18,857,275,117954,517128,108017,28717,1401.29,2819.24,413.52,106031
I,7/28/18,428,710,119452,539662,69026,28954,1290.08,2127.73,540.72,85071
I,8/4/18,243,372,117346,420189,78482,28889,2809.26,1200.77,741,73719
I,8/11/18,798,119,125367,524291,96825,25391,1805.28,1089.28,679.84,65031
I,8/18/18,646,28,190087,606622,153316,24316,4037.45,3725.58,432.22,97056
I,8/25/18,448,350,189105,615445,289173,31049,4561.21,5270.18,838.32,104584
I,9/1/18,540,820,203789,487052,226533,24337,3998.34,5657.66,750.19,88717
I,9/8/18,159,78,198707,510296,244083,22650,4864.35,4942.68,555.49,83527
I,9/15/18,376,927,220699,496531,198620,17158,3178.07,2770.75,490.29,101904
I,9/22/18,252,242,207446,480793,192991,10538,3136.58,2692.22,189.68,98829
I,9/29/18,584,271,257536,424303,187747,12809,2364.18,5576.09,342.96,106546
